,favorite_count,replies_count,retweet_count,tweet,tweet_created,tweet_created_at,tweet_id,type,unmetric_engagement_score,url,company,channel
32,66,1,13,How can software & analytics save manufacturers US$5mil per year? #Huawei & @generalelectric explain. #WinWin https://t.co/q09PPBctZy https://t.co/cXk,11/01/2018,11/01/2018 04:00,9.51378E+17,proactive,201,http://www.twitter.com/Huawei/status/951378169088524288,Huawei,Twitter
33,109,1,25,#HuaweiMate10Pro makes a splash at #CES2018 for its US launch. @HuaweiMobile shows why      https://t.co/XMuTTowWTK https://t.co/XfGdu9nPES,10/01/2018,10/01/2018 08:00,9.51076E+17,proactive,364,http://www.twitter.com/Huawei/status/951076189023625218,Huawei,Twitter
34,63,0,9,People desire connectivity. And who would have thought a simple piece of wood and #RuralStar could breathe new life into a rural village in Ghana. Be ,09/01/2018,09/01/2018 06:00,9.50684E+17,proactive,153,http://www.twitter.com/Huawei/status/950683601376440320,Huawei,Twitter
35,85,0,20,#Huawei & DubaiAirports are making the flying experience smart. Here's how: https://t.co/hAekhQ1WcA https://t.co/DfuntNgRH8,09/01/2018,09/01/2018 04:45,9.50665E+17,proactive,285,http://www.twitter.com/Huawei/status/950664717017600000,Huawei,Twitter
36,45,3,15,A leap forward into the digital era for #CSPs begins with building a solid #cloud-based network. Our whitepaper gives you a head start: https://t.co/L,08/01/2018,08/01/2018 04:45,9.50302E+17,proactive,210,http://www.twitter.com/Huawei/status/950302329705701376,Huawei,Twitter
37,52,2,7,"Whiter smiles, smoother skin & next-gen wellness with @proctergamble, #AI & #mobile: https://t.co/MLmevoYCaU https://t.co/CjwuJ2IN2P",08/01/2018,08/01/2018 00:30,9.50238E+17,proactive,132,http://www.twitter.com/Huawei/status/950238153188651008,Huawei,Twitter
38,109,2,46,Discover. Explore. Exceed all expectations. Pursue excellence together with #Huawei. Join us at @GSMA #MWC18:  https://t.co/Twtk4rDegM https://t.co/h7,05/01/2018,05/01/2018 04:45,9.49215E+17,proactive,579,http://www.twitter.com/Huawei/status/949215240033456128,Huawei,Twitter
39,57,1,12,"Need a reason to invest up to $20b on R&D? #Huawei's President Corp Comm, Joy Tan reveals the company’s 2018 plans: https://t.co/q2XbPzR2au  #NewYear ",04/01/2018,04/01/2018 22:30,9.49121E+17,proactive,182,http://www.twitter.com/Huawei/status/949120790133325825,Huawei,Twitter
40,58,5,13,"How will #blockchain benefit #healthcare, #education, #government, and ultimately help to build #smartcities? Edwin Diender shares more:  https://t.co",04/01/2018,04/01/2018 04:45,9.48853E+17,proactive,213,http://www.twitter.com/Huawei/status/948852798849875968,Huawei,Twitter
41,56,1,8,How has #Huawei #NBIoT helped @DHLSupplyChain boost efficiency by 10-15% & cut driver waiting times by half? https://t.co/vn1u7xqOyk https://t.co/070m,03/01/2018,03/01/2018 22:45,9.48762E+17,proactive,141,http://www.twitter.com/Huawei/status/948762326890561536,Huawei,Twitter
42,0,1,0,@DHLSupplychain has boosted efficiency by 10-15% & cut driver waiting times by 50%. How has #Huawei #NB-IoT helped？https://t.co/vn1u7xqOyk https://t.c,03/01/2018,03/01/2018 06:14,9.48513E+17,reply,5,http://www.twitter.com/Huawei/status/948513013526536193,Huawei,Twitter
43,0,0,0,@DHLSupplychain has boosted efficiency by 10-15% & cut driver waiting times by 50%. How has #Huawei #NB-IoT helped？https://t.co/rIzyAvTLaK https://t.c,03/01/2018,03/01/2018 06:10,9.48512E+17,reply,0,http://www.twitter.com/Huawei/status/948511786898046978,Huawei,Twitter
44,0,0,0,@DHLSupplychain has boosted efficiency by 10-15% & cut driver waiting times by 50%. How has #Huawei #NB-IoT helped? https://t.co/Yowy9J1ShD https://t.,03/01/2018,03/01/2018 05:36,9.48503E+17,reply,0,http://www.twitter.com/Huawei/status/948503399405768706,Huawei,Twitter
45,0,0,0,@DHLSupplychain has boosted efficiency by 10-15% & cut driver waiting times by 50%. How has #Huawei #NB-IoT helped? https://t.co/Yowy9J1ShD https://t.,03/01/2018,03/01/2018 05:09,9.48497E+17,reply,0,http://www.twitter.com/Huawei/status/948496628620541953,Huawei,Twitter
46,67,5,10,Looking for a plug & go router that has everything you need? @Forbescontributor shares his review of our new router:https://t.co/lkUBUwpPcr https://t.,03/01/2018,03/01/2018 05:05,9.48495E+17,proactive,192,http://www.twitter.com/Huawei/status/948495473178038272,Huawei,Twitter
47,0,0,0,RT @HuaweiWireless: #5G will connect everything and benefit us all. Explore the top 10 applications of 5G! https://t.co/OHIdLpJybe https://…,02/01/2018,02/01/2018 04:58,9.48131E+17,retweet,0,http://www.twitter.com/Huawei/status/948131315387310080,Huawei,Twitter
48,0,0,0,"RT @VictoriaTaylUK: How the heck do you reshape the world anyway?
Throw away the predict script.
We are on the cusp of 2018 so I decided to…",02/01/2018,02/01/2018 02:57,9.48101E+17,retweet,0,http://www.twitter.com/Huawei/status/948100885967544320,Huawei,Twitter
0,51,0,11,Eight is the magic number for Huawei at GSMA GLOMO Awards 2018 at #MWC18. Get the details: https://t.co/6le6Uobu7b #GMA18 https://t.co/zCeGaFbbuW,01/03/2018,01/03/2018 22:00,9.69407E+17,proactive,161,http://www.twitter.com/Huawei/status/969406959307730944,Huawei,Twitter
1,109,0,30,See you next year at MWC 2019. It's been truly exciting reaching new heights with our partners at #MWC18. Here's to ROADS to a Better Future. https://,01/03/2018,01/03/2018 17:07,9.69333E+17,proactive,409,http://www.twitter.com/Huawei/status/969333321879687176,Huawei,Twitter
2,39,2,16,What is the outcome of a Rubik’s cube-style industry ecosystem? Huawei and China Telecom’s Business Joint Innovation Center is a fine example. Read on,01/03/2018,01/03/2018 10:49,9.69238E+17,proactive,209,http://www.twitter.com/Huawei/status/969238321007296518,Huawei,Twitter
3,49,1,15,"On #MWC18 Day 3, we connected operators to solutions, use cases, and each other to create better business growth and better experiences. https://t.co/",01/03/2018,01/03/2018 10:22,9.69231E+17,proactive,204,http://www.twitter.com/Huawei/status/969231429778509824,Huawei,Twitter
4,41,3,14,Connecting the unconnected. GSMA 'Best Mobile Innovation for Emerging Markets' Award goes to Huawei's #RuralStar Solutions. #MWC18 https://t.co/UO0GzX,01/03/2018,01/03/2018 09:50,9.69223E+17,proactive,196,http://www.twitter.com/Huawei/status/969223395421368320,Huawei,Twitter
5,28,0,6,"#Huawei Ultra-Broadband RF Solution Family delivers big CAPEX & OPEX savings, as recognized by @GSMA’s 'Best Mobile Infrastructure' award at #MWC18. h",01/03/2018,01/03/2018 09:46,9.69222E+17,proactive,88,http://www.twitter.com/Huawei/status/969222437400383489,Huawei,Twitter
6,19,0,7,Better connectivity needs greener solutions. Our TubeStar has proven to efficiently reduce carbon footprint and garnered @GMSA’s ‘Green Mobile’ award ,01/03/2018,01/03/2018 09:45,9.69222E+17,proactive,89,http://www.twitter.com/Huawei/status/969222147683094534,Huawei,Twitter
7,19,0,9,Our AI-powered CloudAIR was awarded ‘Best Mobile Technology Breakthrough’ & ‘CTO’s Choice’ at #MWC18. See why it wowed @GSMA judges: https://t.co/O4Sf,01/03/2018,01/03/2018 09:43,9.69222E+17,proactive,109,http://www.twitter.com/Huawei/status/969221710108033024,Huawei,Twitter
8,0,0,1,"#Huawei Ultra-Broadband RF Solution Family delivers big CAPEX & OPEX savings, as recognized by @GSMA’s ""Best Mobile Infrastructure” award at #MWC18. h",01/03/2018,01/03/2018 09:35,9.69219E+17,proactive,10,http://www.twitter.com/Huawei/status/969219486573318144,Huawei,Twitter
9,5,2,2,Better connectivity needs greener solutions. Our TubeStar has proven to efficiently reduce carbon footprint and garnered @GMSA’s ‘Green Mobile’ award ,01/03/2018,01/03/2018 09:33,9.69219E+17,proactive,35,http://www.twitter.com/Huawei/status/969218983026192386,Huawei,Twitter
10,14,0,2,Our AI-powered CloudAIR was awarded ‘Best Mobile Technology Breakthrough’ & ‘CTO’s Choice’ at #MWC18. See why it wowed @GSMA judges: https://t.co/O4Sf,01/03/2018,01/03/2018 09:19,9.69216E+17,proactive,34,http://www.twitter.com/Huawei/status/969215553616404480,Huawei,Twitter
11,0,0,0,RT @Huawei: Partnerships build the ROADS to #5G. Stay tuned for more on 5G and #AI from @GSMA CTO Alex Sinclair https://t.co/raNyMZvhbt  #W…,01/03/2018,01/03/2018 09:01,9.69211E+17,retweet,0,http://www.twitter.com/Huawei/status/969210906986057729,Huawei,Twitter
12,119,2,25,Partnerships build the ROADS to #5G. Stay tuned for more on 5G and #AI from @GSMA CTO Alex Sinclair https://t.co/raNyMZvhbt  #WinWin #MWC18 https://t.,01/03/2018,01/03/2018 08:21,9.69201E+17,proactive,379,http://www.twitter.com/Huawei/status/969200972529655808,Huawei,Twitter
13,0,0,1,Partnerships build the ROADS to #5G. Stay tuned for more on 5G and #AI from @GSMA CTO Alex Sinclair https://t.co/raNyMZvhbt #WinWIn #MWC18 https://t.c,01/03/2018,01/03/2018 08:18,9.692E+17,proactive,10,http://www.twitter.com/Huawei/status/969200077851058176,Huawei,Twitter
14,9,0,6,Partnerships build the ROADS to #5G. Stay tuned for more on 5G and #AI from @GSMA CTO Alex Sinclair https://t.co/Yx07heim6Q #WinWIn #MWC18 https://t.c,01/03/2018,01/03/2018 08:13,9.69199E+17,proactive,69,http://www.twitter.com/Huawei/status/969198924576763904,Huawei,Twitter
15,53,0,18,"It was full speed ahead on Day 2 for Huawei at #MWC18. At Hall 1, Huawei brought Better Connections to life with impressive demos of 5G is Now, All Cl",01/03/2018,01/03/2018 06:52,9.69179E+17,proactive,233,http://www.twitter.com/Huawei/status/969178627811217408,Huawei,Twitter
16,6,0,3,"It was definitely full speed ahead on Day 2 for Huawei at #MWC18. At Hall 1, Huawei brought Better Connections to life with impressive demos of 5G is ",01/03/2018,01/03/2018 06:45,9.69177E+17,proactive,36,http://www.twitter.com/Huawei/status/969176878983589888,Huawei,Twitter
17,204,2,22,It’s right on the money. See how Agile Private Line Solution with guaranteed low latency of 0.001ms accuracy is the way to go for the finance and bank,01/03/2018,01/03/2018 06:18,9.6917E+17,proactive,434,http://www.twitter.com/Huawei/status/969170092566212608,Huawei,Twitter
18,0,0,0,RT @HuaweiNetworks: #Huawei teams with SD-WAN partners to build an Intent-Driven Network in All-Cloud era. @SoftBank @Microsoft @F5Networks…,01/03/2018,01/03/2018 04:25,9.69142E+17,retweet,0,http://www.twitter.com/Huawei/status/969141560293101569,Huawei,Twitter
19,66,0,21,#5G and #cloud take @craigbrownphd to the moon… https://t.co/raNyMZMS31 #VR #MWC18 https://t.co/wxoyZC3l80,01/03/2018,01/03/2018 03:00,9.6912E+17,proactive,276,http://www.twitter.com/Huawei/status/969120148136247302,Huawei,Twitter
20,24,0,5,"With the #MWC18 upon us, @vernonxt shares his views on disruption and trends that will satisfy skeptics. And, how will Huawei again raise the transfor",28/02/2018,28/02/2018 13:06,9.6891E+17,proactive,74,http://www.twitter.com/Huawei/status/968910401508380674,Huawei,Twitter
21,45,2,18,"Take your pick! The president of Huawei #5G Product Line, Yang Chaobin, shows off the entire range of 5G solutions https://t.co/OjOwOrjm7y at #MWC18. ",28/02/2018,28/02/2018 11:51,9.68891E+17,proactive,235,http://www.twitter.com/Huawei/status/968891299230375936,Huawei,Twitter
22,310,10,42,Look who’s calling? Huawei’s rep demos “Ring Show” to us. A great use of mobile data to surprise and delight. https://t.co/raNyMZvhbt https://t.co/AQ0,28/02/2018,28/02/2018 11:31,9.68886E+17,proactive,780,http://www.twitter.com/Huawei/status/968886284063256577,Huawei,Twitter
23,6,0,2,Look who’s calling? Huawei’s rep demos “Ring Show” to us. A great use of mobile data to surprise and delight. https://t.co/3GPU3YokGo,28/02/2018,28/02/2018 11:28,9.68886E+17,proactive,26,http://www.twitter.com/Huawei/status/968885557735645184,Huawei,Twitter
24,199,1,29,"Empowering the rural population can be profitable too, with Huawei’s award-winning Rural Star 2.0 https://t.co/raNyMZvhbt https://t.co/RdZF8V6d18",28/02/2018,28/02/2018 11:22,9.68884E+17,proactive,494,http://www.twitter.com/Huawei/status/968884078262063106,Huawei,Twitter
25,170,7,61,"#SAIL the Atlantic with 100G: @Camtelonline , Huawei & partners are connecting Africa and S. America. More coming soon… https://t.co/raNyMZvhbt #MWC18",28/02/2018,28/02/2018 11:06,9.6888E+17,proactive,815,http://www.twitter.com/Huawei/status/968880055496658944,Huawei,Twitter
26,5,0,3,"#SAIL the Atlantic with 100G: #Camtel, Huawei & partners are connecting Africa and S. America with submarine cable. More coming soon.... https://t.co/",28/02/2018,28/02/2018 10:51,9.68876E+17,proactive,35,http://www.twitter.com/Huawei/status/968876318644465665,Huawei,Twitter
27,38,1,10,From Huawei’s moon landing VR experience to 5G and cloud technologies. @XinhuanetNews features cutting edge Chinese technologies at #MWC18: https://t.,28/02/2018,28/02/2018 10:39,9.68873E+17,proactive,143,http://www.twitter.com/Huawei/status/968873395688439808,Huawei,Twitter
28,3530,69,547,"Huawei Rotating CEO Ken Hu tells Mobile World Live that #5G standards are set, demand is real & the technologies are ready. Huawei leads the way in 5G",28/02/2018,28/02/2018 09:24,9.68854E+17,proactive,9345,http://www.twitter.com/Huawei/status/968854320916594688,Huawei,Twitter
29,258,4,38,"Who wants to try a lunar mission? If it were up to our #5G #CloudVR system, everyone!  This is our one small step, but one giant leap for Cloud VR. ht",28/02/2018,28/02/2018 08:35,9.68842E+17,proactive,658,http://www.twitter.com/Huawei/status/968842177488048128,Huawei,Twitter
30,85,1,24,"5G #wireless connectivity, the wait is over. Huawei made the world’s first commercial terminal device a reality at #MWC18 today. Read  on: https://t.c",28/02/2018,28/02/2018 08:29,9.68841E+17,proactive,330,http://www.twitter.com/Huawei/status/968840544179847168,Huawei,Twitter
31,10,0,2,"5G #wireless connectivity, the wait is over. Huawei made the world’s first commercial terminal device a reality at #MWC18 today. Read  on:https://t.co",28/02/2018,28/02/2018 08:25,9.6884E+17,proactive,30,http://www.twitter.com/Huawei/status/968839616013979649,Huawei,Twitter
32,0,0,0,RT @UserExperienceU: 70% #Telcos #basestations are #microwave #Huawei #productlaunch #MWC18 #Backhaul #5G for #bandwidth @Huawei completed…,28/02/2018,28/02/2018 05:51,9.68801E+17,retweet,0,http://www.twitter.com/Huawei/status/968800780231815168,Huawei,Twitter
33,0,0,0,"RT @MarshaCollier: Giving Meaning To Work at @Huawei

'Employees believe they are making a difference in the world""

#MWC18 #NewWayToWork h…",28/02/2018,28/02/2018 05:50,9.68801E+17,retweet,0,http://www.twitter.com/Huawei/status/968800694412218368,Huawei,Twitter
34,2611,13,331,Huawei shoots and scores. Watch how our 5G E2E Network offers a panoramic view of the power of eMBB. #MWC18 https://t.co/raNyMZvhbt https://t.co/Zd9w7,28/02/2018,28/02/2018 03:10,9.6876E+17,proactive,5986,http://www.twitter.com/Huawei/status/968760295178063872,Huawei,Twitter
35,49,2,20,#5G is coming to France! @bouyguestelecom and #Huawei have teamed up to deploy the country’s first ever network trial in Bordeaux: https://t.co/CbDkMC,27/02/2018,27/02/2018 13:19,9.68551E+17,proactive,259,http://www.twitter.com/Huawei/status/968551204912549888,Huawei,Twitter
36,6,1,6,#5G is coming to France! @bouyguestelecom and #Huawei have teamed up to deploy the country’s first ever network trial in Bordeaux: https://t.co/bzz5VG,27/02/2018,27/02/2018 13:13,9.6855E+17,proactive,71,http://www.twitter.com/Huawei/status/968549693595836421,Huawei,Twitter
37,57,0,16,Thank you @GSMA for honoring our NB-IoT technology with an award for “Best Mobile Innovation for Smart Cities” at #MWC18! https://t.co/fsNwaLVAth http,27/02/2018,27/02/2018 13:08,9.68548E+17,proactive,217,http://www.twitter.com/Huawei/status/968548377570037760,Huawei,Twitter
38,153,4,19,".@Swisscom_de knows that strong partnerships, tech & strategies build the ROADS to a Better Future. Stay tuned for the full interview with Swisscom CT",27/02/2018,27/02/2018 11:11,9.68519E+17,proactive,363,http://www.twitter.com/Huawei/status/968518962614022145,Huawei,Twitter
39,0,0,0,"@Swisscom_de knows that strong partnerships, tech & strategies build the ROADS to a Better Future. Stay tuned for the full interview with Swisscom CTI",27/02/2018,27/02/2018 11:03,9.68517E+17,reply,0,http://www.twitter.com/Huawei/status/968516883224973312,Huawei,Twitter
40,0,0,0,"@Swisscom_de knows that strong partnerships, tech & strategies build the ROADS to a Better Future. Stay tuned for the full interview with Swisscom CTI",27/02/2018,27/02/2018 10:54,9.68515E+17,reply,0,http://www.twitter.com/Huawei/status/968514625242304512,Huawei,Twitter
41,0,0,0,RT @MarshaCollier: Excellent hearing the marketing perspective of the connected world from @Huawei #CMO Peter Zhou #MWC18 https://t.co/mT3X…,27/02/2018,27/02/2018 10:32,9.68509E+17,retweet,0,http://www.twitter.com/Huawei/status/968509145048670208,Huawei,Twitter
42,0,0,0,"@Swisscom_de knows that strong partnerships, tech & strategies build the ROADS to a Better Future. Stay tuned for the full interview with Swisscom CTI",27/02/2018,27/02/2018 10:09,9.68503E+17,reply,0,http://www.twitter.com/Huawei/status/968503285828251648,Huawei,Twitter
43,0,0,0,"@Swisscom_de knows that strong partnerships, tech & strategies build the ROADS to a Better Future. Stay tuned for the full interview with Swisscom CTI",27/02/2018,27/02/2018 09:45,9.68497E+17,reply,0,http://www.twitter.com/Huawei/status/968497309179830274,Huawei,Twitter
44,0,0,0,"@Swisscom_de knows that strong partnerships, tech & strategies build the ROADS to a Better Future. Stay tuned for the full interview with Swisscom CTI",27/02/2018,27/02/2018 09:31,9.68494E+17,reply,0,http://www.twitter.com/Huawei/status/968493815282716672,Huawei,Twitter
45,66,1,27,Huawei starts strong at #MWC18 with GSMA award and wall-to-wall innovations. Check out the Day 1 highlights: https://t.co/Yx07heim6Q https://t.co/dDeT,27/02/2018,27/02/2018 09:15,9.6849E+17,proactive,341,http://www.twitter.com/Huawei/status/968489780442025984,Huawei,Twitter
46,0,0,0,"@Swisscom_de knows that strong partnerships, tech & strategies build the ROADS to a Better Future. Stay tuned for the full interview with Swisscom CTI",27/02/2018,27/02/2018 09:11,9.68489E+17,reply,0,http://www.twitter.com/Huawei/status/968488677914632192,Huawei,Twitter
47,2888,23,396,"Ultra large capacity, ultra long haul, fully integrated - Huawei redefines small but mighty with its latest #IDN chips:  https://t.co/LgSK3wzCOk #MWC1",27/02/2018,27/02/2018 08:47,9.68483E+17,proactive,6963,http://www.twitter.com/Huawei/status/968482847731396608,Huawei,Twitter
48,82,1,12,It’s as fast as lightning and as solid as rock. What has Huawei created? https://t.co/dlkryG0skC #MWC18 https://t.co/vdjpLu1GvT,27/02/2018,27/02/2018 06:21,9.68446E+17,proactive,207,http://www.twitter.com/Huawei/status/968445938141458432,Huawei,Twitter
49,39,0,10,"Find out from our panel how cloud and network synergy can empower B2B, leading businesses up the highway to a better future: https://t.co/Yx07heim6Q  ",27/02/2018,27/02/2018 06:03,9.68441E+17,proactive,139,http://www.twitter.com/Huawei/status/968441419856740354,Huawei,Twitter
